videoId,title,channelId,author,keywords,publish_date,thumbnail
cWCZ5QsDzfI,晚安呱呱。哄睡療癒向歌回!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-03-14,cWCZ5QsDzfI
ghaw2oENAQ0,突襲歌回!!快半年都搞錯設定的狐?!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-03-12,ghaw2oENAQ0
PCqYRMT3rD8,早安呱呱🌸🌸🌸🐸｜2022.03.10 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-03-09,PCqYRMT3rD8
u2eP1D-XuNk,唱歌囉呱呱們!!好久不見🌸🌸🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-03-08,u2eP1D-XuNk
IvJ-4L0FSVo,跟兔姬老師一起畫畫!!🍡🌸🐸 @USAGIHIME CLUB.兔姬,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-27,IvJ-4L0FSVo
LCyZm-_PsbY,狐去買飲料。｜神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-26,LCyZm-_PsbY
YCEt6nP49gc,【神稻櫻火官方精華】 這五百年都在看迷因,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-23,YCEt6nP49gc
g5-wOLEM0kY,蟾蜍繪圖台!!介紹蟾蜍🌸🌸🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-19,g5-wOLEM0kY
EV8MGKXA7qA,早上好神社🌸現在狐有麥當勞早餐🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-16,EV8MGKXA7qA
wa7Ya2XuhD0,唱一些適合情人節的歌🌸(?,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-13,wa7Ya2XuhD0
D-KktrNYEcY,甲蟲繪圖台🌸🌸🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-11,D-KktrNYEcY
nkFm6F8qb6Y,早安呱呱🌸唱歌聊天🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-08,nkFm6F8qb6Y
HpvNEjKKtKY,看看現在都幾點了突襲練歌🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-07,HpvNEjKKtKY
ecRdBnKjEHY,新年快樂!!晚上練歌雜談台!!🌸第二回#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-03,ecRdBnKjEHY
11feVVcF4yw,新年快樂!!晚上練歌雜談台!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-02-01,11feVVcF4yw
N_iZBDe7-Dw,早安呱呱🌸🌸🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-28,N_iZBDe7-Dw
dXN_WXWnwh4,80年代民歌精選SC感謝!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-27,dXN_WXWnwh4
DRou-nA86Js,週二下午的陪上班練唱時間🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-24,DRou-nA86Js
G1XT3-suun8,鬼故事後的早安呱呱!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-22,G1XT3-suun8
KM5y2SI9EzU,呱呱們的恐怖故事分享時間!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-22,KM5y2SI9EzU
3S99Z0A1nvs,聽說今天很多呱呱上班補班...?🌸陪上班練歌台來囉!!#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-22,3S99Z0A1nvs
GnMmgvDdONI,80年代精選歌回🌸全家一起來懷舊囉!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-20,GnMmgvDdONI
5e14z9LTk2o,突襲!!!唱歌聊天什麼都做的休閒作業台🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-13,5e14z9LTk2o
FI9kG1BFtp4,吃吃棉花糖🌸🌸🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-13,FI9kG1BFtp4
OzSPpZ7kFwA,下午好呱呱!!🌸🌸🌸突襲狐狸!!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-12,OzSPpZ7kFwA
4IhvTNP1JyE,隨選隨唱練歌回!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-09,4IhvTNP1JyE
ahd6RjDskXE,早安呱呱!!!🌸🌸🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-06,ahd6RjDskXE
bOBEOR0ORAk,聊聊天!!講講新的特製禮包內容!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-03,bOBEOR0ORAk
27ZAltA_OFI,【假日雜談】聊聊出道到現在的事情🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2022-01-01,27ZAltA_OFI
BJJgQKSTZ9M,2022年 神稻櫻火的新年祝福 狐呱們新年快樂! #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-31,BJJgQKSTZ9M
gaR8nXJypjY,當時就挺突然的之兩萬呱呱感謝突襲🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-28,gaR8nXJypjY
By121NHbFIY,作業唱歌聊聊天🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-27,By121NHbFIY
DguA_-9I2hM,週日下午🌸聊聊天🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-26,DguA_-9I2hM
xPvK7_50_tk,聖誕快樂呱呱們🌸🐸🎅🎄 🦌 🧦 ⛄ 🎁,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-24,xPvK7_50_tk
-73asBsMBg4,好蒿爽爽 #Shorts,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-21,-73asBsMBg4
bcxbPtmICV4,主題歌回!!!重開!!#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-20,bcxbPtmICV4
LZvl5SzkHu4,早安呱呱變成張清芳歌回？用張清芳的唱腔詮釋各種歌曲的狐狸 ｜神稻櫻火官方精華 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-19,LZvl5SzkHu4
RkucWSmLRAI,假日的早安呱呱!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-18,RkucWSmLRAI
OtNhXoiXuzI,狐回來了呱呱們!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-18,OtNhXoiXuzI
rxGpkORQewY,伊藤潤二驚選集🐸第一.十集同時視聽🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-02,rxGpkORQewY
KpFYfqnL1Fk,【恐怖遊戲實況】突發!!星期三晚上的還願🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-12-01,KpFYfqnL1Fk
lpRVm5pzMNM,一萬訂閱慶祝歌回!!狐呱們的故事篇!!🌸🐸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-27,lpRVm5pzMNM
wAovBvE9ld8,早安滿月火火!!呱呱!!🌸♫ #早安呱呱,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-23,wAovBvE9ld8
gBmAAzWEKRg,來畫青蛙吧!!🐸繪圖台!!🌸#櫻火的青蛙寫生教室,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-22,gBmAAzWEKRg
Y9xohSGooHQ,突襲!!練歌囉!!趴兔!!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-21,Y9xohSGooHQ
MX01b3zxuyc,【恐怖遊戲實況】突發!!星期日下午的還願🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-21,MX01b3zxuyc
auQRQaSNzak,突襲!!練歌囉!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-20,auQRQaSNzak
6kSnVxIVw1M,早安呱呱!!陪狐吃早餐囉!!🌸#神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-18,6kSnVxIVw1M
hx4AQAdCrqM,【恐怖遊戲實況】最後的層層恐懼?!!#3🐸🌸層層恐懼 Layers of Fear🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-18,hx4AQAdCrqM
imFAF2R0D7o,起司狐呱開通紀念!!內容介紹呱呱🐸 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-14,imFAF2R0D7o
bCTH7bQz4EQ,早安呱呱!!🌸打起精神來吧!!🐸 #早安呱呱 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-09,bCTH7bQz4EQ
b7ayjFBkoSQ,來畫悠白白新衣裝囉!!!🌸🌸🌸 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-08,b7ayjFBkoSQ
zYVR8_7bMPc,【同時視聽】悠白新衣裝同時視聽!!🌸狐好興奮啊!!🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-07,zYVR8_7bMPc
u9FrNjkiAZY,明天悠白白新衣裝睡不著啦!!!突發繪圖台🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-06,u9FrNjkiAZY
AbLXvzeEpfo,【恐怖遊戲實況】跟狐玩恐怖遊戲囉!!#2🐸🌸層層恐懼 Layers of Fear🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-06,AbLXvzeEpfo
fgp9pYORImg,早安呱呱...?🐸🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-05,fgp9pYORImg
pigd7rIi59I,早安呱呱!!🐸狐呱們起床囉!!🌸 #早安呱呱 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-01,pigd7rIi59I
yZqO_1oFbMo,突襲!!辦公室出現狐狸!!🌸跟大家介紹神社新夥伴🐸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-11-01,yZqO_1oFbMo
9ueS0Wz1Hco,【吃棉花糖】陪狐吃棉花糖!!🌸🐸 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-10-29,9ueS0Wz1Hco
TLyBdSpDJFA,【吃早餐囉】突襲呱呱!!早安呀🌸 #神稻櫻火 #早安呱呱,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-10-27,TLyBdSpDJFA
8g1SG1L8OV0,【恐怖遊戲實況】跟狐玩恐怖遊戲囉!!🐸🌸層層恐懼 Layers of Fear🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-10-26,8g1SG1L8OV0
nRuduZmFTCY,【吃早餐囉】是誰住在深山的大神社裡?🐸#早安呱呱  #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-10-24,nRuduZmFTCY
I__gAfuayu8,神稻櫻火立志傳 #神稻櫻火,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝, 呱呱",2021-10-24,I__gAfuayu8
NWaFmsXLAyU,【#初配信】初次見面呱呱!!🐸狐是神稻櫻火、歡迎來到狐的神社⛩️🌸,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-10-24,NWaFmsXLAyU
Vlz-t2idjg8,ただ君に晴れ /ヨルシカ ｜cover by 神稻櫻火 Kamiina Haruhi,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-10-24,Vlz-t2idjg8
v4-_Oqksmz8,你有看過狐呱嗎?,UC_soGpcb7SORsk5yzHLMdTQ,神稻櫻火KAMIINA HARUHI 【CloudHorizon所屬】,"神稻櫻火, 悠白, 雲際線, Vtuber, 台V, 李李鈴蘭, 瑪格麗特, 浮雲, 桌角, 西貝魯, 九櫻, 秋枝",2021-09-24,v4-_Oqksmz8
e78NJs2ZFMI,🐺🤟 🔈🔉🔊🎵🎶,UCgoB9OQe4YI0yd84Q88ovvg,一般路過剪輯面,"李李鈴蘭, 抹茶狼, Cloud Horizon, 台V, 台灣Vtuber, 瑞克搖, 釣魚, 幽靈東京, 雲際線, 浮雲, Ghost Astley Tokyo, 效率, 李李鈴蘭歌, 台v唱歌, 鈴蘭, 李鈴蘭, 李李鈴蘭 幽靈東京, 李李, 蘭蘭, vtuber 台灣, vtuber 歌, One Hand Clapping",2022-06-05,e78NJs2ZFMI
6UbFQ42VzcM,李李鈴蘭.exe,UCgoB9OQe4YI0yd84Q88ovvg,一般路過剪輯面,"李李鈴蘭, 抹茶狼, Cloud Horizon, 台V, 台灣Vtuber, 瑞克搖, 釣魚, 幽靈東京, 雲際線, 浮雲, Ghost Astley Tokyo, 效率, 李李鈴蘭歌, 台v唱歌, 鈴蘭, 李鈴蘭, 李李鈴蘭 幽靈東京, 李李, 蘭蘭, vtuber 台灣, vtuber 歌, One Hand Clapping",2022-04-15,6UbFQ42VzcM
